"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN","TOBS"
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-12",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-13","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-15","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-16","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-19","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-21","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-22","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-23","0.12","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-29",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-30","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-07-31","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-02","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-03","0.43","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-04","0.04","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-09",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-10","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-11","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-12","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-13","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-15",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-16","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-18","0.14","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-19","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-21","0.38","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-22","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-25",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-26","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-27","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-28","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-29","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-08-30","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-13",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-15","0.23","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-16","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-17","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-19","0.04","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-20","0.32","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-22",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-23","0.22","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-24","0.02","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-25","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-26","0.51","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-27","0.42","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-28","0.20","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-09-29","0.15","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-13",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-14","0.40","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-15","0.25","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-16","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-17","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-19","0.12","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-20","1.19","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-21","0.22","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-22","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-24","0.26","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-25","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-26","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-27","0.14","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-28","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-29","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-30","0.06","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-10-31","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-02","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-03","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-04","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-08","0.08","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-09","0.18","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-10","0.31","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-11","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-12","0.04","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-13","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-15","0.54","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-16","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-27",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-28","0.39","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-29","1.32","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-11-30","1.34","3.5",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-02","0.10","0.5",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-03","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-04","0.16","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-05","0.24","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-06","0.21","1.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-08","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-09","0.06","2.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-10","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-12",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-13","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-14","0.13","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-15","0.55","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-16","0.10","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-18","0.04","0.3",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-19","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-21","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-22","0.17","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-23","0.07","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-24","0.01","0.1",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-25","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-26","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-27","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-28","0.29","0.5",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-29","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-30","0.04","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2011-12-31","0.31","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-02","0.07","0.5",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-03","0.01","0.1",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-04","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-08","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-09","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-10","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-11","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-12","0.23","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-13","0.21","1.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-14","0.06","2.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-15","0.00","0.1",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-16","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-17","0.48","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-18","0.38","0.1",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-19","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-20","0.05","1.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-21","0.20","2.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-22","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-23","0.32","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-24","0.02","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-25","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-26","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-01-31",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-02","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-03","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-04","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-08","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-09","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-11","0.17","3.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-12","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-13","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-14","0.06","1.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-16","0.24","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-19","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-21","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-22","0.11","1.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-23","0.01","0.1",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-24","0.18","1.5",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-25","0.07","0.2",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-26","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-27","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-28","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-02-29","0.47","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-01","0.07","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-02","0.05","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-03","0.48","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-10",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-11","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-12","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-13","0.57","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-15","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-16","1.46","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-19","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-21","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-22","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-03-24","0.38","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-02",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-03","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-04","0.18","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-08","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-09","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-10","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-11","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-12","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-15","0.81","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-16","0.13","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-17","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-19","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-21","0.38","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-22","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-24","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-25","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-26","0.09","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-04-27","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-01",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-02","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-03","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-04","0.22","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-05","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-07","0.08","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-08","0.14","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-09","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-10","0.15","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-11","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-12","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-13","0.16","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-14","0.03","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-15","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-16","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-17","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-18","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-22",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-24","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-25","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-26","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-27","0.27","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-28","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-29","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-30","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-05-31","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-01","0.25","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-02","0.13","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-03","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-04","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-05","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-06","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-07","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-08","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-10",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-11","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-12","0.12","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-13","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-14","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-19",,,,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-20","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-21","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-22","0.01","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-23","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-24","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-25","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-26","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-27","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-29","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-06-30","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-01","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-02","0.00","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-03","0.21","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-04","0.19","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-05","1.04","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-06","0.12","0.0",,,,
"US1MIWS0006","ANN ARBOR 2.4 WNW, MI US","2012-07-07","0.00","0.0",,,,
